Id Empresas,Id Frutas,Id Cliente,Cantidad,Anio,Ventas EEUU,Ventas China,Ventas Espana,Ventas Francia,Ventas Canada
6,3,5,2192,2015,1,4,1,2,1
5,4,1,2347,2014,5,3,3,2,1
6,7,2,2030,2013,2,3,2,3,2
7,1,5,1033,2014,1,4,3,2,1
5,5,1,1292,2016,4,3,3,2,3
4,7,5,1202,2013,3,3,2,2,5
4,7,3,2212,2010,5,3,2,3,3
7,4,5,2091,2012,4,3,2,3,3
1,7,4,909,2010,1,3,2,3,3
7,1,3,820,2017,4,4,3,3,4
1,1,2,1695,2012,2,3,3,2,4
3,1,3,2156,2019,4,4,3,3,1
2,6,4,2339,2017,4,4,2,3,2
2,6,2,2288,2011,1,3,2,2,3
2,3,3,1819,2010,1,3,2,3,3
6,2,2,1624,2019,2,4,3,2,4
4,7,1,2149,2016,5,3,3,3,5
6,3,5,873,2013,1,3,3,2,3
4,2,3,1383,2019,4,4,3,2,2
4,4,1,1670,2012,3,4,3,3,4
7,3,5,801,2018,2,4,2,3,4
5,1,1,1623,2010,3,4,1,2,3
4,5,3,1125,2019,2,3,3,3,5
1,3,2,1656,2016,5,3,3,3,1
6,7,5,1555,2019,3,4,1,2,5
6,1,1,1367,2012,4,3,2,2,3
7,5,5,1839,2010,4,3,2,3,4
4,5,5,840,2020,2,4,2,2,1
1,5,2,1526,2016,5,4,3,2,1
6,3,2,2080,2016,2,3,1,2,1
5,4,2,1129,2020,4,4,2,3,2
2,3,1,2026,2010,4,3,3,3,3
4,4,4,1899,2011,4,3,3,2,1
5,4,4,1729,2015,4,4,2,2,5
7,5,4,1315,2010,5,4,3,3,3
4,4,4,855,2011,5,3,1,2,1
1,2,4,2064,2016,5,3,2,3,1
3,3,4,1011,2013,2,4,1,2,4
3,1,2,2113,2014,1,3,3,3,5
5,6,4,1790,2014,4,3,3,3,1
5,5,1,1915,2012,4,4,2,2,3
4,1,5,1503,2018,1,3,2,2,1
7,5,4,1351,2020,4,4,1,3,4
3,4,1,1999,2015,5,3,2,2,5
4,5,1,1280,2015,4,3,1,2,2
2,6,5,2143,2013,1,3,2,3,5
5,2,4,1467,2018,1,3,3,3,3
5,6,1,1247,2014,4,4,2,2,2
3,1,2,1786,2013,4,4,2,3,4
5,7,4,1156,2013,2,3,3,2,4
3,3,4,1592,2018,2,4,2,3,1
2,1,1,801,2017,3,4,2,3,3
1,6,5,1803,2018,3,4,3,3,2
1,3,3,881,2017,2,4,1,3,3
7,5,4,1613,2020,4,4,3,2,4
2,1,5,2384,2020,1,4,2,3,3
2,4,3,1862,2012,1,3,1,3,1
1,5,4,2099,2020,5,4,3,3,3
7,1,4,1281,2016,3,4,3,2,2
3,2,4,1793,2017,2,3,2,2,5
4,2,3,1149,2019,4,3,2,3,2
6,6,3,1802,2016,1,3,2,3,4
7,5,5,1004,2010,2,3,3,2,2
5,2,4,2152,2016,3,4,3,2,5
7,1,4,1905,2010,3,4,1,3,2
7,5,1,1470,2017,4,4,1,3,2
6,3,1,1075,2018,2,4,2,2,4
3,1,1,1207,2012,1,3,2,3,4
6,2,1,1678,2017,5,4,2,3,1
6,5,1,1082,2016,1,4,3,3,5
3,3,5,1991,2010,3,4,3,3,1
7,1,2,1796,2018,5,3,2,3,3
4,1,2,1186,2016,3,4,3,3,3
4,7,1,2206,2013,5,3,2,3,4
5,2,2,848,2020,5,4,3,2,1
5,7,4,1361,2017,2,3,2,3,5
1,2,3,1344,2020,5,3,2,2,1
3,2,3,1115,2015,5,3,1,2,3
5,5,1,2326,2019,5,4,1,2,5
5,7,3,1442,2010,4,4,1,3,3
2,1,4,1255,2017,1,4,3,3,1
4,5,4,1766,2019,5,4,2,3,5
3,1,1,831,2017,1,4,2,3,1
5,5,1,1888,2017,4,3,3,3,3
2,1,4,1889,2015,2,3,3,2,1
7,7,3,1606,2018,4,4,2,2,4
4,4,2,1550,2010,4,3,1,2,2
7,3,3,2372,2019,5,4,2,2,4
4,3,1,979,2014,5,4,1,2,4
6,4,5,2064,2015,1,4,2,2,2
6,2,2,2046,2011,3,4,3,3,4
7,4,4,1742,2019,5,4,1,3,3
1,2,4,1558,2010,4,4,2,3,5
4,5,3,961,2018,2,4,1,3,4
5,5,5,1288,2019,2,4,3,3,2
4,5,3,2318,2010,2,3,1,3,2
3,5,3,2369,2018,4,3,3,2,5
7,6,4,1599,2010,1,4,2,3,2
3,5,5,1054,2011,1,4,1,3,3
4,1,1,2036,2019,5,4,1,2,5
2,4,1,2371,2019,5,4,3,3,1
7,7,1,1160,2012,5,3,3,3,4
7,5,4,1455,2011,3,4,3,3,2
3,5,2,1293,2015,2,3,3,3,1
4,7,2,1803,2020,1,4,2,2,3
3,2,5,1048,2012,5,4,2,3,1
7,2,2,1111,2013,2,4,3,2,4
5,1,3,932,2012,5,4,2,2,4
1,4,5,1439,2010,1,4,1,3,2
7,7,5,1569,2014,2,4,3,2,4
6,6,4,1955,2010,5,3,2,2,1
3,2,2,818,2018,3,4,3,2,4
7,2,5,929,2010,4,3,3,3,1
5,3,1,1232,2014,3,4,1,2,5
2,5,3,2007,2017,4,3,3,2,5
6,3,2,1220,2016,1,3,2,3,2
7,6,2,1776,2016,3,3,2,3,3
2,6,3,1725,2011,1,3,3,2,3
1,3,2,1566,2012,5,3,1,2,1
4,7,5,1271,2015,3,3,2,2,1
2,1,5,1013,2010,5,4,2,2,4
3,4,5,802,2011,1,3,1,2,1
2,5,3,1686,2020,2,4,2,3,1
7,2,5,1042,2014,3,3,1,2,4
2,6,5,2220,2011,5,4,1,3,5
4,3,1,2175,2014,4,3,3,3,2
1,4,5,2111,2016,2,3,1,2,2
3,3,5,888,2018,4,3,3,3,4
5,3,5,2182,2017,1,4,1,3,5
1,2,5,1313,2011,3,3,3,3,4
2,2,3,958,2015,3,3,1,2,1
2,1,4,1600,2011,3,3,2,3,2
2,3,3,987,2016,5,3,1,3,1
4,7,2,1181,2018,3,4,2,3,5
1,4,4,1941,2014,4,3,2,2,3
7,5,1,1669,2020,1,4,2,3,4
6,7,4,1332,2018,2,3,3,2,5
5,5,2,1868,2019,3,3,3,2,2
5,1,5,816,2016,5,3,3,3,3
5,4,5,1616,2012,4,3,3,2,3
3,1,1,1425,2016,4,3,3,3,2
6,1,5,2221,2015,5,3,2,2,3
5,6,4,1147,2019,2,3,2,2,4
3,7,3,2107,2017,3,4,3,2,3
3,7,5,2110,2017,4,3,2,3,2
1,5,1,2384,2010,5,4,3,3,4
6,5,5,1060,2011,1,4,1,3,4
7,2,5,2310,2017,1,3,1,3,2
7,5,1,1509,2013,1,3,1,3,5
7,6,5,1482,2015,3,3,2,2,4
1,6,3,2244,2013,2,3,2,2,3
6,3,3,834,2018,1,4,3,3,1
4,7,4,2026,2013,5,4,2,2,4
7,7,3,2111,2011,4,3,1,2,2
6,7,5,1770,2019,4,4,2,2,2
2,5,5,2357,2015,2,3,1,2,4
6,3,5,1325,2016,5,4,1,3,4
4,1,4,1460,2018,5,4,1,2,4
4,4,3,963,2010,1,4,3,2,5
2,5,3,1996,2019,3,4,1,2,1
3,3,5,1388,2016,2,3,3,2,4
4,4,4,1890,2014,1,3,1,2,2
7,1,3,1459,2015,3,4,3,2,1
3,4,1,1891,2017,1,3,2,2,1
1,1,4,2366,2019,5,3,3,3,3
4,6,1,1481,2016,2,3,3,2,4
7,1,2,1608,2010,1,3,3,2,4
1,6,4,954,2012,5,4,1,3,2
7,3,1,1783,2018,2,4,1,2,2
5,5,3,836,2013,3,3,2,3,1
4,2,2,975,2016,4,3,1,2,1
4,2,2,1539,2019,1,3,2,2,3
7,5,4,1554,2016,5,4,1,2,4
3,3,3,942,2017,2,3,3,3,2
5,3,1,831,2016,3,3,1,2,1
5,2,1,1725,2017,4,3,1,2,4
3,4,4,2300,2018,2,4,2,2,4
1,6,2,2218,2013,3,4,3,3,2
1,7,5,1062,2020,5,4,2,2,2
4,5,2,1666,2020,1,4,3,2,1
1,1,4,2214,2014,3,4,3,2,4
6,6,4,1286,2016,3,3,2,3,4
3,1,2,1328,2014,3,4,3,3,1
2,5,1,1666,2020,5,3,2,3,5
1,6,4,1487,2013,2,4,1,3,2
2,1,5,2330,2018,2,3,1,3,3
1,4,4,2328,2019,4,3,3,3,3
2,4,3,2301,2019,1,4,1,3,1
7,2,3,2257,2019,1,4,3,3,3
7,6,2,1040,2016,2,3,1,2,5
3,5,2,1177,2017,5,4,2,3,4
6,1,4,1957,2011,5,3,3,3,4
2,2,5,925,2013,4,4,2,2,2
4,7,1,891,2015,5,3,1,3,1
1,3,5,977,2015,4,4,1,2,3
5,4,4,972,2020,1,3,1,3,5
4,2,2,2145,2015,3,3,2,2,2
1,3,2,1237,2012,3,3,3,2,2
7,5,3,1517,2018,3,3,1,2,5
3,4,5,1060,2017,2,4,1,2,1
4,2,5,1206,2016,3,4,1,2,2
6,2,5,950,2020,1,4,2,2,1
4,4,5,1902,2014,3,4,3,2,1
2,5,5,1402,2015,3,3,1,3,1
5,3,1,837,2011,5,4,3,3,4
3,5,3,2309,2013,4,4,3,3,1
3,4,3,2013,2010,3,4,2,3,1
7,1,5,911,2011,1,4,1,2,5
5,7,1,1760,2016,4,3,3,3,4
5,6,3,1826,2016,4,3,2,2,1
1,4,4,1068,2019,5,4,3,3,2
2,7,3,1882,2011,4,4,3,2,2
7,3,1,1912,2015,3,3,1,3,4
2,1,3,1871,2010,3,3,2,3,5
3,2,5,893,2014,4,4,1,2,5
4,6,1,2246,2019,5,4,1,3,5
7,7,1,1506,2017,3,3,2,2,3
6,5,5,1917,2016,5,3,1,2,4
3,6,1,1547,2012,3,4,1,2,2
2,5,2,1113,2014,3,4,3,2,2
5,2,4,1826,2016,2,3,3,2,3
2,2,2,1832,2012,3,4,2,3,1
1,4,5,1932,2012,1,3,2,3,5
7,1,3,2319,2017,5,3,3,3,2
7,1,3,950,2020,1,3,2,3,4
2,7,1,1230,2017,2,3,3,2,4
1,4,2,1965,2014,1,3,2,3,2
5,1,3,2016,2011,5,4,3,3,4
5,7,4,1864,2013,3,4,1,2,5
4,2,4,2166,2014,3,3,2,2,1
1,7,5,1792,2015,1,4,2,2,3
4,6,2,1646,2019,4,4,1,2,1
5,5,5,1900,2016,2,3,2,2,1
2,6,3,1279,2010,1,4,2,2,1
4,7,2,2061,2015,1,4,1,3,4
5,3,4,912,2012,1,4,1,3,4
2,5,2,2043,2017,3,4,1,3,4
4,5,3,2348,2010,5,4,2,2,2
7,6,2,1853,2013,4,4,1,2,5
3,5,5,1585,2018,1,4,2,2,5
2,4,4,910,2018,1,3,2,3,1
1,1,3,1719,2013,2,3,2,3,5
1,6,4,2055,2013,5,3,1,3,3
5,1,5,2198,2014,2,4,1,3,4
3,2,2,1398,2017,2,4,2,2,2
6,7,4,1921,2013,2,4,3,3,5
5,5,5,2184,2020,1,4,3,3,3
1,6,3,1761,2017,2,3,2,2,5
7,6,1,2018,2014,1,3,3,2,2
6,5,5,1663,2020,4,3,2,2,4
7,4,2,1519,2019,2,3,3,2,3
3,6,2,1943,2015,2,3,3,2,3
6,4,1,2248,2019,3,3,3,2,1
3,7,3,982,2017,3,3,2,2,2
3,3,5,1611,2018,1,3,1,3,4
7,2,4,1857,2015,1,3,2,3,3
6,5,4,1452,2018,1,4,1,3,3
7,3,2,1735,2018,4,3,2,3,1
7,6,1,1007,2013,4,3,2,3,5
6,1,3,882,2010,2,4,1,3,5
1,3,4,858,2011,5,4,1,3,5
5,4,4,892,2018,5,4,2,2,3
6,3,2,1587,2016,2,4,3,2,4
2,3,5,1201,2010,1,3,3,2,4
7,7,4,1803,2010,1,4,2,3,3
2,2,3,1915,2015,2,4,1,2,2
5,7,1,1707,2010,1,4,3,2,4
7,2,1,2344,2020,1,4,2,2,3
6,1,2,2352,2010,4,3,3,2,2
1,2,5,1097,2012,5,3,1,2,4
1,6,4,1254,2015,5,4,3,3,2
6,6,3,1328,2013,1,3,1,2,2
1,5,1,1617,2017,4,4,3,2,3
4,3,2,1991,2010,2,4,1,2,4
1,3,3,2035,2018,4,3,2,3,2
6,6,3,1672,2014,2,3,2,3,5
2,2,2,2151,2017,4,3,1,3,3
3,4,1,2375,2011,5,3,2,3,1
2,7,2,2255,2013,4,3,3,3,5
3,5,3,1649,2017,4,3,1,2,4
2,6,2,1450,2019,5,4,2,2,3
1,2,5,1796,2020,1,4,1,2,4
4,6,2,1006,2011,5,3,1,2,5
1,5,2,1094,2010,2,4,3,2,1
1,5,4,1046,2015,2,3,1,3,1
1,2,4,1502,2015,2,3,1,2,4
2,3,4,1040,2016,2,3,2,2,5
5,2,2,1703,2013,3,4,3,2,3
2,4,4,894,2016,5,4,1,2,3
6,1,1,1943,2017,5,3,3,3,1
1,6,3,1925,2020,5,4,1,2,5
3,5,5,1450,2017,4,3,1,3,4
3,7,1,1382,2017,4,4,1,2,1
5,1,4,2064,2012,3,3,2,3,1
6,4,3,1730,2014,2,4,3,3,1
5,3,5,961,2014,5,4,1,3,5
7,1,3,2100,2020,5,3,1,3,3
6,7,5,1067,2010,2,3,2,2,2
1,2,4,1025,2018,3,3,1,3,1
3,6,4,843,2010,1,4,2,3,1
5,6,2,1730,2017,5,3,2,3,5
2,6,1,2064,2015,2,3,2,2,5
7,5,2,2179,2016,3,4,1,2,1
4,4,4,1330,2014,3,4,2,3,5
4,5,5,1715,2013,2,4,3,2,5
5,7,3,1105,2014,2,3,2,2,2
7,6,4,2168,2020,4,4,2,3,1
1,3,1,831,2012,2,3,1,2,4
3,3,3,1318,2016,5,4,2,2,2
3,6,4,2337,2017,4,4,1,2,1
6,4,1,2203,2018,1,4,3,3,2
2,6,4,2147,2018,1,4,2,3,1
3,3,2,2370,2018,5,4,3,3,4
5,7,4,2378,2019,2,3,3,2,4
6,6,5,1127,2015,5,4,2,3,5
1,1,3,1339,2015,3,4,1,2,2
2,5,2,1724,2011,5,3,2,3,1
3,7,5,822,2010,3,3,1,3,3
4,6,5,2337,2020,3,4,2,3,2
4,6,1,943,2015,4,3,3,2,1
2,3,4,1735,2014,3,4,1,2,1
3,2,3,1116,2014,3,4,3,2,5
7,6,4,2170,2019,3,3,3,3,1
6,6,1,1335,2013,3,3,1,2,2
7,3,1,2341,2013,3,4,2,3,5
2,6,5,892,2012,4,4,3,3,4
2,3,5,2400,2011,4,3,2,3,5
6,2,4,1874,2012,4,4,3,3,3
7,5,3,2045,2018,1,4,3,3,4
6,5,2,1305,2011,3,4,2,3,4
7,4,4,1812,2010,5,3,3,2,3
1,1,4,1189,2018,1,3,3,2,3
1,1,4,828,2015,3,3,1,3,3
5,6,1,936,2015,4,3,1,2,4
4,7,1,1003,2012,3,4,2,2,1
2,1,3,962,2014,5,4,3,2,2
5,4,1,2008,2019,4,3,3,3,5
3,4,3,1712,2012,3,4,2,2,1
5,5,3,1062,2019,2,4,1,3,3
5,2,1,1627,2010,2,4,2,3,5
3,2,3,2328,2010,5,3,3,3,2
6,3,5,1077,2014,4,3,1,3,2
3,2,2,1963,2015,4,3,2,2,1
7,5,3,1369,2013,1,4,3,3,2
3,4,5,1951,2010,2,4,2,3,3
7,2,4,1295,2015,3,4,2,3,3
4,2,3,1119,2012,2,4,2,2,1
6,2,1,1858,2016,5,4,3,3,3
2,4,4,1705,2017,4,4,2,3,5
5,1,4,1901,2017,5,3,2,2,3
2,1,1,1691,2013,1,3,2,3,5
4,6,3,832,2012,5,4,1,3,4
2,7,2,1313,2020,4,4,2,2,4
2,5,4,860,2016,3,4,2,2,5
2,3,4,2093,2012,4,3,1,2,4
7,5,2,1377,2012,3,3,1,2,3
4,2,4,1215,2013,4,3,3,2,4
4,5,3,1748,2012,4,4,2,2,3
3,1,5,2016,2015,3,4,2,2,1
5,5,1,968,2011,1,3,3,3,4
6,3,4,1494,2014,4,4,1,3,3
4,1,4,1426,2020,3,3,2,2,2
6,3,2,1774,2016,3,4,1,2,3
7,4,1,1009,2016,2,3,2,2,4
7,5,3,1925,2010,5,3,2,2,5
2,5,2,1158,2015,1,3,1,3,1
5,6,5,1714,2012,3,3,1,2,4
7,6,5,1755,2011,4,3,1,3,3
6,7,5,2133,2010,5,4,1,2,5
6,7,3,2045,2011,5,3,1,3,5
5,2,1,2101,2015,3,4,1,3,5
3,6,1,2304,2017,4,4,3,2,1
7,2,2,1525,2014,5,4,3,2,5
6,6,5,1057,2017,4,4,2,3,3
3,7,2,1562,2017,4,4,2,2,3
2,2,4,1906,2019,2,3,1,2,5
1,3,4,2252,2018,3,3,3,3,4
2,3,2,1132,2018,3,3,3,2,5
6,1,3,2230,2013,2,4,2,2,1
5,6,1,2036,2020,3,3,2,2,5
7,4,3,1185,2010,5,3,3,3,4
6,7,5,979,2011,3,3,3,3,2
4,3,1,1084,2017,1,3,1,2,4
6,3,1,1991,2017,2,4,3,2,3
2,6,3,1354,2019,3,4,1,3,2
4,3,4,1709,2019,3,3,3,3,1
6,2,5,2111,2015,2,4,1,3,1
4,4,1,2276,2018,2,4,1,3,1
7,4,4,852,2016,4,4,2,2,5
6,2,2,1772,2013,2,3,3,2,3
1,4,1,1059,2020,1,4,2,2,4
2,3,4,1025,2013,3,3,1,2,5
1,3,4,873,2012,3,3,2,2,2
2,7,1,1616,2014,4,3,3,2,3
6,6,2,1222,2020,3,3,1,3,1
4,6,1,836,2015,2,4,2,3,5
2,3,5,1418,2014,4,3,2,3,5
6,6,1,1231,2015,2,4,3,3,3
2,7,4,1712,2020,5,3,1,3,3
2,5,2,2362,2013,4,3,2,3,2
5,4,5,900,2016,5,4,1,2,3
4,3,3,1644,2012,2,4,3,2,1
2,1,3,1008,2012,4,3,2,2,1
1,2,3,1684,2017,4,3,1,3,4
2,4,4,1865,2017,5,3,3,3,5
6,5,2,982,2010,2,3,1,2,3
2,5,1,852,2014,1,3,2,3,2
4,7,2,1334,2019,2,4,3,2,5
7,3,1,1183,2016,5,3,1,2,5
3,4,3,2240,2016,5,3,3,3,5
5,4,3,2008,2013,3,4,1,2,2
4,1,1,1379,2016,5,3,2,2,2
7,5,3,2292,2017,3,3,2,3,5
5,6,4,2294,2017,1,4,1,3,4
6,5,4,1935,2018,2,3,1,3,5
3,2,3,1488,2019,4,3,3,2,4
6,1,4,1521,2011,1,4,2,3,5
6,4,2,1098,2011,2,4,3,2,3
2,1,2,1648,2017,1,3,2,2,4
7,7,1,1722,2020,1,3,2,2,4
6,7,4,1146,2014,1,3,3,3,1
4,7,2,1511,2010,4,4,1,2,2
6,7,1,2054,2012,1,4,2,2,4
6,3,2,2394,2017,5,4,2,3,3
3,7,4,1283,2016,2,4,1,3,4
4,5,5,971,2018,2,4,1,3,5
3,1,1,2111,2018,3,4,2,2,5
5,2,3,2085,2013,3,4,2,2,5
2,1,4,1966,2020,1,3,3,3,1
5,7,2,1552,2014,2,3,3,3,3
2,2,1,1295,2017,4,3,2,2,1
5,2,5,819,2017,4,3,2,3,2
3,5,3,1727,2013,4,3,2,2,5
3,7,4,1613,2014,5,4,2,3,2
6,6,5,1685,2018,5,4,2,2,1
6,3,3,1242,2018,1,4,3,2,3
2,5,2,1809,2013,5,3,1,2,3
5,5,3,947,2015,1,3,1,3,4
1,6,3,1938,2018,1,4,2,3,5
6,5,3,2202,2015,5,3,3,3,5
3,7,3,1816,2013,5,3,3,3,5
6,7,2,1485,2018,5,4,3,2,4
5,6,2,1770,2013,4,4,2,3,1
3,4,1,2187,2012,2,4,1,3,5
4,1,1,904,2013,2,3,2,3,5
1,6,3,1582,2014,5,4,1,2,2
1,1,1,1307,2017,4,4,1,3,1
1,5,1,1101,2015,1,3,3,2,3
4,1,4,1992,2014,1,4,3,2,4
5,2,1,1208,2015,4,3,2,3,2
5,4,5,1051,2012,2,3,1,2,2
4,3,5,1809,2020,2,4,3,2,4
5,4,1,2292,2012,1,4,1,2,5
1,5,4,910,2015,5,4,1,2,1
1,2,1,1458,2017,3,3,1,3,5
4,3,5,2277,2019,1,4,1,3,2
5,3,1,1906,2013,1,4,2,3,2
6,5,3,1106,2016,5,3,3,3,2
7,7,1,1124,2017,5,3,1,2,4
1,3,1,824,2016,5,4,1,3,1
3,5,1,2128,2019,3,3,2,3,5
5,5,2,1832,2018,1,4,3,2,2
7,5,3,2387,2015,1,3,2,2,2
6,1,2,1884,2010,1,3,2,3,1
7,4,1,1851,2013,4,3,1,2,2
1,1,2,1651,2018,3,4,1,3,1
3,7,1,1277,2017,5,3,3,3,2
5,7,1,1160,2019,3,3,3,2,5
1,5,3,1357,2016,5,3,1,3,2
2,1,2,1128,2016,4,4,1,3,4
4,6,5,1043,2019,1,3,2,2,2
3,2,3,1781,2020,4,4,3,2,2
1,7,4,1849,2010,4,3,3,2,1
1,5,3,1911,2018,4,4,3,3,4
3,3,4,1927,2014,1,3,2,3,5
3,3,3,809,2018,2,3,2,3,5
2,6,2,1973,2013,3,3,1,3,4
5,4,3,1690,2016,2,4,3,3,5
3,4,2,2314,2018,3,4,1,3,5
2,1,1,1833,2017,5,3,3,2,5
2,5,2,2386,2020,3,3,3,3,4
5,2,1,1991,2015,3,4,3,2,2
5,3,2,1887,2014,2,3,3,3,1
6,4,3,2036,2014,5,3,1,3,2
3,2,3,1064,2014,2,4,1,2,1
6,4,5,843,2017,4,3,3,3,3
3,4,1,2084,2012,1,4,2,2,3
6,7,3,1156,2012,1,4,1,3,4
1,6,3,810,2010,2,3,2,3,1
3,2,3,1230,2018,2,3,1,3,5
2,6,1,1623,2010,1,4,2,2,3
5,2,1,1546,2012,5,3,1,2,4
7,4,3,2251,2015,4,4,1,3,5
4,1,2,2063,2017,1,4,3,2,5
4,5,2,1311,2020,1,3,1,3,5
3,2,1,1432,2016,4,3,2,2,5
6,7,5,1481,2013,4,4,1,2,5
5,4,2,1667,2013,3,3,1,3,3
5,3,1,1969,2012,5,4,3,2,4
1,3,5,1782,2018,5,4,2,3,3
4,3,5,1827,2010,5,4,2,3,4
5,4,5,1912,2020,1,4,1,3,3
4,4,5,1227,2019,4,3,2,2,4
7,4,3,1988,2012,2,3,1,3,2
6,1,2,1884,2017,4,4,2,2,5
6,3,4,1942,2013,1,4,1,3,3
2,4,3,893,2010,5,4,3,2,4
5,5,5,1760,2020,3,4,3,2,1
2,6,4,1391,2019,4,4,1,2,4
4,7,3,1565,2017,4,4,2,3,2
2,2,5,2132,2018,5,3,2,2,3
2,7,3,2285,2017,1,4,1,2,2
2,7,3,2115,2015,3,4,1,3,2
6,3,2,1912,2013,5,4,2,2,1
6,6,1,1059,2019,4,3,3,2,3
4,2,5,1792,2016,2,4,3,3,1
2,6,5,1498,2017,3,3,3,2,4
6,4,1,1360,2011,1,3,2,3,4
6,3,4,1436,2011,2,4,3,2,4
1,6,3,1587,2017,5,3,1,3,1
6,6,4,1697,2018,1,3,1,3,4
2,3,3,1239,2014,2,4,2,2,5
3,1,2,1193,2019,2,3,1,2,1
3,6,4,1999,2019,4,4,1,3,3
1,3,2,1768,2019,1,4,3,2,2
4,7,4,921,2020,3,3,3,2,5
1,1,1,1654,2013,3,4,1,2,2
1,4,4,2142,2011,2,3,1,2,1
7,6,5,1892,2013,5,3,2,2,5
3,2,5,1146,2011,5,3,2,2,2
3,5,4,1171,2018,2,4,2,2,5
2,6,1,1326,2020,2,4,1,3,3
3,7,3,1555,2016,4,3,2,2,3
2,5,1,1730,2011,5,4,2,3,2
5,3,2,1398,2015,5,4,2,2,1
7,5,1,2009,2016,2,3,1,3,1
5,7,4,1245,2011,3,4,3,2,2
4,5,1,1561,2015,3,3,2,3,5
4,4,3,1107,2013,3,4,3,3,2
2,2,4,1431,2016,1,3,3,3,4
5,7,5,2304,2015,3,3,2,3,1
4,3,1,2360,2011,1,3,1,2,1
5,2,4,1528,2011,5,4,1,3,1
3,7,2,971,2018,2,4,1,3,3
5,2,1,1989,2013,4,4,3,3,1
3,1,2,1432,2018,4,3,2,3,2
2,1,4,2375,2016,1,4,2,3,4
7,5,4,945,2020,3,4,3,2,1
6,3,3,2010,2020,2,3,2,3,4
3,6,1,1289,2013,5,4,2,2,3
1,1,2,802,2014,1,3,2,3,5
1,3,5,2137,2013,5,3,1,2,5
2,4,2,1027,2016,3,4,1,3,4
7,2,1,1880,2011,3,4,3,2,5
3,4,3,960,2019,3,4,1,2,4
5,7,2,1899,2017,1,4,1,3,5
5,4,1,2164,2018,2,4,2,2,3
5,1,4,1658,2018,5,4,1,2,2
3,6,1,1585,2019,4,3,3,2,4
4,6,3,822,2017,3,3,2,3,3
6,6,5,1564,2011,1,4,1,3,1
1,7,2,1349,2020,4,4,3,3,2
3,5,2,2107,2018,2,4,2,2,1
4,1,3,2326,2012,5,4,3,2,4
2,4,1,1049,2019,5,4,3,2,5
2,1,4,2400,2019,4,4,2,3,5
4,1,3,1890,2014,1,3,2,3,2
5,7,4,1524,2011,5,4,2,3,1
2,4,1,1176,2010,3,3,2,2,3
4,7,4,2009,2017,4,3,1,3,2
5,5,4,937,2019,2,3,3,3,4
2,2,2,1510,2012,1,4,1,3,4
6,1,1,995,2020,2,3,1,2,3
7,5,2,1245,2016,2,3,2,3,3
2,7,3,2321,2010,1,3,3,3,5
1,1,3,1076,2018,1,3,1,3,4
5,3,5,1147,2013,2,4,3,3,5
4,3,4,2255,2010,3,4,3,3,5
4,6,3,1518,2020,1,3,2,2,4
7,1,2,2012,2015,3,3,2,3,1
2,5,4,2107,2010,4,3,1,3,1
7,3,5,1597,2012,4,4,2,3,1
4,2,1,1570,2016,4,4,2,2,5
3,7,5,2281,2016,5,3,1,3,2
2,5,5,1221,2011,1,3,3,3,5
1,5,4,1577,2013,2,4,1,2,2
2,6,5,2311,2011,4,3,1,2,2
1,2,2,1628,2016,3,4,1,2,5
7,1,1,2036,2010,1,4,3,2,3
1,7,2,949,2019,3,3,2,2,1
5,4,1,1443,2019,2,3,2,3,4
6,6,2,2210,2016,3,4,3,2,1
6,6,4,1344,2011,4,4,1,2,3
7,4,2,864,2016,3,4,1,3,5
7,5,4,1694,2013,1,3,3,2,1
3,1,5,2130,2010,2,3,1,2,5
4,3,1,1212,2016,2,3,3,3,2
4,7,2,1870,2012,1,3,2,3,1
3,7,5,1042,2020,3,4,2,2,2
1,5,5,1623,2010,1,3,2,3,4
1,2,5,1772,2017,5,3,2,2,2
2,4,1,1988,2011,5,4,3,2,3
5,4,2,1737,2011,3,4,1,3,2
2,6,2,2320,2015,3,4,2,2,3
5,7,1,1800,2018,2,4,3,2,5
6,1,1,1317,2018,3,4,3,3,2
2,7,3,881,2018,3,3,3,2,1
7,1,1,1612,2018,1,3,3,3,4
1,7,3,1324,2011,5,4,2,3,4
4,3,4,2025,2018,3,3,1,3,5
6,4,4,1735,2010,3,3,2,2,5
1,5,5,1257,2016,3,3,2,2,2
2,1,2,1700,2017,2,3,2,3,4
2,7,2,1546,2012,3,4,3,2,1
4,2,5,2207,2020,4,3,3,3,1
1,1,1,1210,2011,4,3,2,3,5
7,4,1,1061,2013,1,3,3,3,1
6,5,5,1271,2017,2,4,1,2,4
3,2,4,2066,2015,1,4,2,2,3
6,2,1,1889,2018,3,4,1,3,5
1,3,1,993,2014,4,3,1,3,1
5,6,1,1455,2010,3,4,2,3,3
4,5,4,2287,2019,5,3,2,3,5
4,5,5,1479,2019,5,4,2,3,4
5,4,3,2163,2014,3,4,2,2,4
4,2,1,1032,2010,3,3,2,3,4
1,6,3,1642,2019,3,4,3,2,4
4,3,4,1786,2011,4,3,2,2,5
2,3,3,2384,2010,1,3,1,3,1
6,2,1,1421,2013,4,4,2,3,3
5,4,3,1373,2020,4,4,3,2,1
2,2,3,1827,2020,3,3,3,3,5
5,1,1,2070,2013,3,3,2,3,1
6,1,1,1457,2019,2,3,2,3,5
4,2,3,2288,2015,3,4,2,2,2
7,1,1,1601,2018,5,4,1,2,3
5,2,5,1502,2016,1,4,1,3,5
